bairro,endereco,area,quartos,banheiros,vaga,aluguel,condominio,endereco_completo,latitude,longitude,aluguel_num
Sé,Rua Tabatinguera,98.0,2.0,1.0,0,R$ 2.900,R$ 450 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2900.0
Centro,Viaduto nove de julho,30.0,1.0,1.0,1,R$ 2.900,R$ 695 Condominio,"Viaduto nove de julho, Centro, São Paulo, São Paulo, Brasil",-23.5492164,-46.6423238,2900.0
Vila Buarque,Rua Barão de Tatuí,26.0,1.0,1.0,0,R$ 2.900,R$ 573 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2900.0
Vila Buarque,Rua Fortunato,54.0,1.0,,1,R$ 2.900,R$ 771 Condominio,"Rua Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,2900.0
Vila Buarque,Rua Major Sertório,39.0,2.0,1.0,0,R$ 2.900,R$ 775 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2900.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,25.0,1.0,1.0,0,R$ 2.900,R$ 440 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2900.0
Vila Buarque,"Rua Major Sertório, 423",37.0,1.0,1.0,0,R$ 2.900,R$ 480 Condominio,"Rua Major Sertório, 423, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5454813,-46.6483404,2900.0
Centro,Endereço não informado,53.0,1.0,,1,R$ 2.900,R$ 800 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2900.0
Vila Buarque,"Rua Jaguaribe, 495",30.0,1.0,1.0,0,R$ 2.900,R$ 384 Condominio,"Rua Jaguaribe, 495, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5417018,-46.6526879,2900.0
Vila Buarque,"Rua Jaguaribe, 429",57.0,2.0,1.0,0,R$ 2.900,R$ 779 Condominio,"Rua Jaguaribe, 429, Vila Buarque, São Paulo, São Paulo, Brasil",-23.541723,-46.6520252,2900.0
Centro,Rua Álvaro de Carvalho 429,40.0,1.0,1.0,0,R$ 2.900,R$ 420 Condominio,"Rua Álvaro de Carvalho 429, Centro, São Paulo, São Paulo, Brasil",-23.549668,-46.6445342,2900.0
Centro,Rua Washington Luís,40.0,1.0,,0,R$ 2.900,,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,2900.0
Centro,Praça Júlio Mesquita,45.0,1.0,1.0,1,R$ 2.910,R$ 560 Condominio,"Praça Júlio Mesquita, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,2910.0
Vila Buarque,Rua Jaguaribe,33.0,1.0,1.0,0,R$ 2.920,R$ 550 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2920.0
Vila Buarque,Rua Amaral Gurgel,110.0,2.0,1.0,0,R$ 2.925,R$ 800 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2925.0
Vila Buarque,Rua Maria Antônia,85.0,2.0,1.0,0,R$ 2.934,R$ 708 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2934.0
Vila Buarque,Rua Jaguaribe,32.0,1.0,1.0,0,R$ 2.950,R$ 416 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2950.0
Vila Buarque,Rua Jaguaribe,33.0,1.0,1.0,0,R$ 2.950,R$ 416 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2950.0
Vila Buarque,"rua Jaguaribe,",30.0,1.0,1.0,0,R$ 2.950,R$ 606 Condominio,"rua Jaguaribe,, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2950.0
Centro,Rua Álvaro de Carvalho,40.0,1.0,,0,R$ 2.950,R$ 371 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2950.0
Vila Buarque,R General Jardim,45.0,1.0,1.0,0,R$ 2.964,R$ 925 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2964.0
Vila Buarque,Rua Canuto do Val,59.0,2.0,1.0,1,R$ 2.970,R$ 1.350 Condominio,"Rua Canuto do Val, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,2970.0
Centro,"R Tabatinguera, 462",25.0,1.0,1.0,0,R$ 2.974,R$ 550 Condominio,"R Tabatinguera, 462, Centro, São Paulo, São Paulo, Brasil",-23.5522923,-46.6286231,2974.0
Sé,Rua Tabatinguera 462,25.0,1.0,1.0,0,R$ 2.974,R$ 550 Condominio,"Rua Tabatinguera 462, Sé, São Paulo, São Paulo, Brasil",-23.5522923,-46.6286231,2974.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,30.0,1.0,1.0,0,R$ 2.980,R$ 619 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2980.0
Centro,Rua Álvaro de Carvalho,44.0,1.0,1.0,1,R$ 2.980,R$ 720 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2980.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,30.0,1.0,1.0,0,R$ 2.980,R$ 619 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2980.0
Santa Efigênia,"Praça Júlio Mesquita, 113",32.0,1.0,1.0,0,R$ 2.990,R$ 417 Condominio,"Praça Júlio Mesquita, 113, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408386,-46.6433753,2990.0
Vila Buarque,Rua Martinico Prado,70.0,2.0,,1,R$ 3.000,R$ 767 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,3000.0
Luz,Rua Vinte E Cinco de Janeiro,44.0,2.0,1.0,1,R$ 3.000,R$ 670 Condominio,"Rua Vinte E Cinco de Janeiro, Luz, São Paulo, São Paulo, Brasil",-23.5354799,-46.6310363,3000.0
Sé,Rua Riachuelo,106.0,2.0,,0,R$ 3.000,R$ 660 Condominio,"Rua Riachuelo, Sé, São Paulo, São Paulo, Brasil",-23.5506284,-46.6367381,3000.0
Vila Buarque,Rua Major Sertório,27.0,1.0,1.0,0,R$ 3.000,R$ 335 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,3000.0
Vila Buarque,Rua Barão de Tatuí,25.0,1.0,1.0,0,R$ 3.000,R$ 500 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3000.0
Vila Buarque,Rua Major Sertório,30.0,1.0,1.0,0,R$ 3.000,R$ 400 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,3000.0
Vila Buarque,Rua Barão de Tatuí,56.0,2.0,,1,R$ 3.000,R$ 1.017 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3000.0
Vila Buarque,Rua Santa Isabel,40.0,1.0,1.0,1,R$ 3.000,R$ 632 Condominio,"Rua Santa Isabel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5427715,-46.6482353,3000.0
Vila Buarque,Rua Barão de Tatuí,44.0,1.0,1.0,0,R$ 3.000,R$ 560 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3000.0
Vila Buarque,Rua Barão de Tatuí,25.0,1.0,1.0,0,R$ 3.000,R$ 700 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3000.0
Vila Buarque,Rua Amaral Gurgel,82.0,2.0,,1,R$ 3.000,R$ 1.082 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,3000.0
Vila Buarque,Rua das Palmeiras,44.0,2.0,1.0,0,R$ 3.000,R$ 523 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,3000.0
Vila Buarque,Rua Jesuíno Pascoal,35.0,1.0,1.0,0,R$ 3.000,R$ 530 Condominio,"Rua Jesuíno Pascoal, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416973,-46.650056,3000.0
Sé,Avenida Ipiranga,45.0,1.0,1.0,0,R$ 3.000,R$ 850 Condominio,"Avenida Ipiranga, Sé, São Paulo, São Paulo, Brasil",-23.5432344,-46.6413864,3000.0
Centro,Rua Florêncio de Abreu,24.0,,1.0,1,R$ 3.000,,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,3000.0
Centro,Rua Brigadeiro Tobias Ap 104,40.0,1.0,1.0,1,R$ 3.000,R$ 640 Condominio,"Rua Brigadeiro Tobias Ap 104, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,3000.0
Centro,Rua Major Quedinho,36.0,1.0,1.0,0,R$ 3.000,R$ 600 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3000.0
Centro,Rua Major Quedinho,36.0,1.0,1.0,0,R$ 3.000,R$ 600 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3000.0
Centro,Endereço não informado,38.0,1.0,1.0,1,R$ 3.000,R$ 570 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,3000.0
Centro,Praça Júlio Mesquita,54.0,1.0,1.0,1,R$ 3.000,R$ 650 Condominio,"Praça Júlio Mesquita, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,3000.0
Centro,Rua Bento Freitas 202,66.0,1.0,1.0,0,R$ 3.000,R$ 448 Condominio,"Rua Bento Freitas 202, Centro, São Paulo, São Paulo, Brasil",-23.5436605,-46.6456428,3000.0
Centro,RUA DOS VIANAS,82.0,3.0,,2,R$ 3.000,R$ 581 Condominio,"RUA DOS VIANAS, Centro, São Paulo, São Paulo, Brasil",-23.7000177,-46.5439589,3000.0
Vila Buarque,Rua Frederico Abranches,100.0,2.0,,0,R$ 3.000,R$ 500 Condominio,"Rua Frederico Abranches, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398099,-46.6499741,3000.0
Centro,Endereço não informado,54.0,1.0,1.0,1,R$ 3.000,R$ 1.200 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,3000.0
Centro,R Álvaro de Carvalho,40.0,1.0,1.0,0,R$ 3.000,R$ 420 Condominio,"R Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,3000.0
Centro,Endereço não informado,73.0,1.0,1.0,1,R$ 3.000,R$ 800 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,3000.0
Centro,"R Dona Antônia de Queirós, 88",40.0,1.0,1.0,1,R$ 3.011,R$ 662 Condominio,"R Dona Antônia de Queirós, 88, Centro, São Paulo, São Paulo, Brasil",-23.5523844,-46.6523002,3011.0
Sé,Rua Tabatinguera 462,32.0,1.0,1.0,0,R$ 3.028,R$ 547 Condominio,"Rua Tabatinguera 462, Sé, São Paulo, São Paulo, Brasil",-23.5522923,-46.6286231,3028.0
Vila Buarque,Rua Barão de Tatuí,25.0,1.0,1.0,0,R$ 3.040,R$ 400 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3040.0
Vila Buarque,Rua Jaguaribe,33.0,1.0,1.0,0,R$ 3.060,R$ 500 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,3060.0
Vila Buarque,Rua Santa Isabel 272,55.0,2.0,1.0,1,R$ 3.070,R$ 1.700 Condominio,"Rua Santa Isabel 272, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5424229,-46.6481651,3070.0
Sé,Praça da Sé 1,103.0,2.0,,1,R$ 3.087,R$ 1.550 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,3087.0
Vila Buarque,Rua Marquês de Itu,70.0,2.0,,1,R$ 3.090,R$ 1.102 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,3090.0
Vila Buarque,Rua Marquês de Itu,47.0,1.0,1.0,1,R$ 3.100,R$ 970 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,3100.0
Vila Buarque,Rua Major Sertório,37.0,1.0,1.0,0,R$ 3.100,R$ 453 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,3100.0
Sé,Rua Tabatinguera,40.0,1.0,1.0,0,R$ 3.100,,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,3100.0
Centro,Avenida Brigadeiro Luís Antônio 323,42.0,1.0,1.0,1,R$ 3.100,R$ 558 Condominio,"Avenida Brigadeiro Luís Antônio 323, Centro, São Paulo, São Paulo, Brasil",-23.5534664,-46.6380562,3100.0
Centro,Avenida Brigadeiro Luís Antônio 323,42.0,1.0,1.0,1,R$ 3.100,R$ 558 Condominio,"Avenida Brigadeiro Luís Antônio 323, Centro, São Paulo, São Paulo, Brasil",-23.5534664,-46.6380562,3100.0
Vila Buarque,Rua Br. de Tatuí 245,44.0,1.0,1.0,0,R$ 3.100,R$ 560 Condominio,"Rua Br. de Tatuí 245, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5381497,-46.6537319,3100.0
Vila Buarque,Barão de Tatuí,44.0,1.0,1.0,0,R$ 3.100,R$ 560 Condominio,"Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3100.0
Centro,AV Brigadeiro Luís Antônio,42.0,1.0,1.0,1,R$ 3.100,R$ 538 Condominio,"AV Brigadeiro Luís Antônio, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,3100.0
Sé,Praça da Sé 1,84.0,3.0,,1,R$ 3.100,R$ 1.100 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,3100.0
Vila Buarque,R Barão de Tatuí,50.0,1.0,1.0,0,R$ 3.100,R$ 560 Condominio,"R Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3100.0
Centro,RUA ÁLVARO DE CARVALHO 429,40.0,1.0,1.0,0,R$ 3.100,R$ 370 Condominio,"RUA ÁLVARO DE CARVALHO 429, Centro, São Paulo, São Paulo, Brasil",-23.549668,-46.6445342,3100.0
Vila Buarque,Rua Fortunato,59.0,2.0,,1,R$ 3.104,R$ 1.000 Condominio,"Rua Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,3104.0
Centro,"R Dona Antônia de Queirós, 88",40.0,1.0,1.0,1,R$ 3.111,R$ 662 Condominio,"R Dona Antônia de Queirós, 88, Centro, São Paulo, São Paulo, Brasil",-23.5523844,-46.6523002,3111.0
Centro,Rua Major Quedinho,47.0,1.0,1.0,1,R$ 3.150,R$ 700 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3150.0
Sé,Rua Tabatinguera,,1.0,1.0,0,R$ 3.150,,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,3150.0
Sé,Rua Tabatinguera,,1.0,1.0,0,R$ 3.150,,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,3150.0
Centro,Rua Cristóvão Colombo,,1.0,1.0,0,R$ 3.150,,"Rua Cristóvão Colombo, Centro, São Paulo, São Paulo, Brasil",-23.5506284,-46.6367381,3150.0
Vila Buarque,Rua Major Sertório,37.0,1.0,1.0,1,R$ 3.160,R$ 343 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,3160.0
Centro,Rua Major Quedinho,46.0,1.0,1.0,1,R$ 3.161,R$ 550 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3161.0
Vila Buarque,Rua Barão de Tatuí,26.0,1.0,1.0,0,R$ 3.200,R$ 284 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,3200.0
Vila Buarque,Rua Jaguaribe,24.0,1.0,1.0,0,R$ 3.200,R$ 435 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,3200.0
Vila Buarque,Rua Fortunato,110.0,2.0,1.0,0,R$ 3.200,R$ 1.000 Condominio,"Rua Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,3200.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,30.0,2.0,1.0,0,R$ 3.200,R$ 727 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,3200.0
Santa Efigênia,Praça Júlio Mesquita,46.0,1.0,1.0,1,R$ 3.200,R$ 411 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,3200.0
Centro,Rua Antônio de Godói,36.0,2.0,1.0,0,R$ 3.200,R$ 260 Condominio,"Rua Antônio de Godói, Centro, São Paulo, São Paulo, Brasil",-23.5422341,-46.6375569,3200.0
Centro,Rua Antônio de Godói,36.0,1.0,1.0,0,R$ 3.200,R$ 280 Condominio,"Rua Antônio de Godói, Centro, São Paulo, São Paulo, Brasil",-23.5422341,-46.6375569,3200.0
Centro,Rua Major Quedinho,48.0,1.0,1.0,0,R$ 3.200,R$ 680 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3200.0
Vila Buarque,Rua Doutor Cesario Mota Junior,30.0,2.0,1.0,0,R$ 3.200,R$ 611 Condominio,"Rua Doutor Cesario Mota Junior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,3200.0
Centro,Rua Brigadeiro Tobias,35.0,1.0,1.0,0,R$ 3.200,R$ 491 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,3200.0
Centro,Praça Carlos Gomes,112.0,2.0,,0,R$ 3.200,R$ 882 Condominio,"Praça Carlos Gomes, Centro, São Paulo, São Paulo, Brasil",-23.5533344,-46.6357701,3200.0
Vila Buarque,Rua Santa Isabel,39.0,,1.0,0,R$ 3.200,R$ 580 Condominio,"Rua Santa Isabel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5427715,-46.6482353,3200.0
Vila Buarque,"Rua das Palmeiras ,322",40.0,1.0,1.0,1,R$ 3.200,R$ 850 Condominio,"Rua das Palmeiras ,322, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5366161,-46.6517125,3200.0
Vila Buarque,Rua Maria Antônia,36.0,1.0,1.0,1,R$ 3.230,R$ 572 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,3230.0
Vila Buarque,Rua Major Sertório,26.0,1.0,1.0,0,R$ 3.250,R$ 400 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,3250.0
Centro,Praça Carlos Gomes,110.0,2.0,1.0,0,R$ 3.250,R$ 764 Condominio,"Praça Carlos Gomes, Centro, São Paulo, São Paulo, Brasil",-23.5533344,-46.6357701,3250.0
Santa Efigênia,Praça Júlio Mesquita,43.0,1.0,1.0,1,R$ 3.270,R$ 450 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,3270.0
Centro,Rua Major Quedinho,99.0,3.0,,0,R$ 3.300,R$ 750 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3300.0
Vila Buarque,Rua Martinico Prado,85.0,2.0,,1,R$ 3.300,R$ 1.123 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,3300.0
Vila Buarque,Rua Jaguaribe,30.0,1.0,1.0,0,R$ 3.300,R$ 383 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,3300.0
Centro,Rua Aurora,50.0,1.0,1.0,1,R$ 3.300,R$ 700 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,3300.0
Vila Buarque,"R Martim Francisco, 506",45.0,2.0,,1,R$ 3.300,R$ 880 Condominio,"R Martim Francisco, 506, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5409772,-46.65430449999999,3300.0
Centro,AV BRIGADEIRO LUÍS ANTÔNIO,42.0,1.0,,1,R$ 3.300,R$ 558 Condominio,"AV BRIGADEIRO LUÍS ANTÔNIO, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,3300.0
Vila Buarque,Rua Jaguaribe,34.0,1.0,1.0,1,R$ 3.375,R$ 1.300 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,3375.0
Vila Buarque,Rua Doutor Vila Nova,59.0,1.0,1.0,1,R$ 3.390,R$ 1.122 Condominio,"Rua Doutor Vila Nova, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5457054,-46.6503305,3390.0
Canindé,Rua Carnot,110.0,2.0,1.0,0,R$ 3.390,,"Rua Carnot, Canindé, São Paulo, São Paulo, Brasil",-23.5313102,-46.6223271,3390.0
Sé,Rua Tabatinguera,,1.0,1.0,0,R$ 3.390,,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,3390.0
Ponte Pequena,Rua Americanos,58.0,2.0,,1,R$ 3.394,R$ 680 Condominio,"Rua Americanos, Ponte Pequena, São Paulo, São Paulo, Brasil",-23.5227572,-46.6554847,3394.0
Vila Buarque,R General Jardim,70.0,2.0,,1,R$ 3.394,R$ 1.345 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,3394.0
Centro,Praça Pedro Lessa,38.0,1.0,1.0,0,R$ 3.400,R$ 700 Condominio,"Praça Pedro Lessa, Centro, São Paulo, São Paulo, Brasil",-23.5431624,-46.6359519,3400.0
Centro,Rua Dom Francisco de Sousa,130.0,3.0,,0,R$ 3.400,R$ 1.070 Condominio,"Rua Dom Francisco de Sousa, Centro, São Paulo, São Paulo, Brasil",-23.5403663,-46.6344295,3400.0
Centro,Rua Álvaro de Carvalho 429,38.0,1.0,1.0,0,R$ 3.400,R$ 450 Condominio,"Rua Álvaro de Carvalho 429, Centro, São Paulo, São Paulo, Brasil",-23.549668,-46.6445342,3400.0
Centro,RUA ÁLVARO DE CARVALHO,36.0,1.0,,0,R$ 3.400,R$ 370 Condominio,"RUA ÁLVARO DE CARVALHO, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,3400.0
Vila Buarque,"Rua Imaculada Conceição ,28",113.0,3.0,,1,R$ 3.400,R$ 1.150 Condominio,"Rua Imaculada Conceição ,28, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5391725,-46.65264519999999,3400.0
Centro,Rua Washington Luís,40.0,1.0,1.0,1,R$ 3.400,R$ 530 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,3400.0
Centro,Avenida Ipiranga,32.0,1.0,1.0,0,R$ 3.450,R$ 550 Condominio,"Avenida Ipiranga, Centro, São Paulo, São Paulo, Brasil",-23.5405282,-46.6379755,3450.0
Vila Buarque,Rua das palmeiras,58.0,1.0,1.0,1,R$ 3.450,,"Rua das palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,3450.0
Santa Efigênia,Praça Júlio Mesquita,45.0,1.0,1.0,1,R$ 3.465,R$ 500 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,3465.0
Centro,Praça Júlio Mesquita,48.0,1.0,1.0,1,R$ 3.500,R$ 550 Condominio,"Praça Júlio Mesquita, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,3500.0
Vila Buarque,Largo Santa Cecília,98.0,2.0,,0,R$ 3.500,R$ 450 Condominio,"Largo Santa Cecília, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5391771,-46.6500331,3500.0
Canindé,Endereço não informado,45.0,2.0,1.0,1,R$ 3.500,R$ 300 Condominio,"Endereço não informado, Canindé, São Paulo, São Paulo, Brasil",-23.5274925,-46.61892719999999,3500.0
Centro,Avenida Brigadeiro Luís Antônio,40.0,1.0,1.0,1,R$ 3.500,R$ 538 Condominio,"Avenida Brigadeiro Luís Antônio, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,3500.0
Centro,Avenida Brigadeiro Luís Antônio 339,42.0,1.0,1.0,1,R$ 3.500,R$ 538 Condominio,"Avenida Brigadeiro Luís Antônio 339, Centro, São Paulo, São Paulo, Brasil",-23.5538099,-46.6377426,3500.0
Centro,TRAVESSA MARECHAL DEODORO,60.0,2.0,1.0,2,R$ 3.500,R$ 419 Condominio,"TRAVESSA MARECHAL DEODORO, Centro, São Paulo, São Paulo, Brasil",-23.7008683,-46.5511942,3500.0
Vila Buarque,Endereço não informado,80.0,2.0,1.0,1,R$ 3.500,R$ 1.700 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,3500.0
Centro,RUA SILVA JARDIM,270.0,4.0,1.0,2,R$ 3.500,R$ 2.300 Condominio,"RUA SILVA JARDIM, Centro, São Paulo, São Paulo, Brasil",-23.5431795,-46.5930865,3500.0
Vila Buarque,Endereço não informado,,,,0,R$ 3.500,,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,3500.0
Vila Buarque,Jesuíno Pascoal,92.0,2.0,,0,R$ 3.500,R$ 950 Condominio,"Jesuíno Pascoal, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416973,-46.650056,3500.0
Centro,RUA BRASILIO MACHADO,80.0,3.0,1.0,2,R$ 3.500,R$ 649 Condominio,"RUA BRASILIO MACHADO, Centro, São Paulo, São Paulo, Brasil",-23.7183719,-46.5455899,3500.0
Vila Buarque,Jesuíno Pascoal,92.0,2.0,,1,R$ 3.500,R$ 950 Condominio,"Jesuíno Pascoal, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416973,-46.650056,3500.0
Centro,RUA SANTOS DUMONT,70.0,2.0,1.0,2,R$ 3.500,R$ 620 Condominio,"RUA SANTOS DUMONT, Centro, São Paulo, São Paulo, Brasil",-23.4763958,-46.7646662,3500.0
