bairro,endereco,area,quartos,banheiros,vaga,aluguel,condominio,endereco_completo,latitude,longitude,aluguel_num
Centro,Rua dos Timbiras,37.0,1.0,1.0,1,R$ 1.540,R$ 906 Condominio,"Rua dos Timbiras, Centro, São Paulo, São Paulo, Brasil",-23.5396764,-46.6382299,1540.0
Vila Buarque,Rua Major Sertório,46.0,1.0,1.0,0,R$ 1.541,R$ 490 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,1541.0
Centro,Rua Brigadeiro Tobias,30.0,1.0,1.0,0,R$ 1.544,R$ 550 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,1544.0
Sé,Rua Tabatinguera,23.0,1.0,1.0,0,R$ 1.549,R$ 550 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,1549.0
Vila Buarque,"Rua Marquês de Itu, 392",48.0,1.0,1.0,0,R$ 1.550,R$ 660 Condominio,"Rua Marquês de Itu, 392, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5435712,-46.6481885,1550.0
Vila Buarque,Rua Maria Antônia,38.0,1.0,1.0,0,R$ 1.550,R$ 628 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,1550.0
Vila Buarque,Rua Marquês de Itu,26.0,1.0,1.0,0,R$ 1.550,R$ 650 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,1550.0
Vila Buarque,Rua Marquês de Itu,26.0,1.0,1.0,0,R$ 1.550,R$ 700 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,1550.0
Centro,Rua Brigadeiro Tobias,52.0,1.0,1.0,0,R$ 1.550,R$ 300 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,1550.0
Centro,"Rua Cásper Libero ,501 Apto  11",26.0,1.0,1.0,0,R$ 1.550,R$ 475 Condominio,"Rua Cásper Libero ,501 Apto  11, Centro, São Paulo, São Paulo, Brasil",-23.5370144,-46.6361536,1550.0
Luz,Avenida Tiradentes,30.0,1.0,1.0,0,R$ 1.550,R$ 180 Condominio,"Avenida Tiradentes, Luz, São Paulo, São Paulo, Brasil",-23.5290926,-46.631703,1550.0
Centro,Avenida Senador Queirós,37.0,1.0,1.0,0,R$ 1.550,R$ 743 Condominio,"Avenida Senador Queirós, Centro, São Paulo, São Paulo, Brasil",-23.5393987,-46.6327896,1550.0
Centro,Avenida Cásper Líbero,26.0,1.0,1.0,0,R$ 1.550,R$ 472 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,1550.0
Luz,Avenida Tiradentes,26.0,1.0,1.0,0,R$ 1.550,R$ 154 Condominio,"Avenida Tiradentes, Luz, São Paulo, São Paulo, Brasil",-23.5290926,-46.631703,1550.0
Centro,"Rua Cásper Libero ,501 Apto  11",26.0,1.0,1.0,0,R$ 1.550,R$ 475 Condominio,"Rua Cásper Libero ,501 Apto  11, Centro, São Paulo, São Paulo, Brasil",-23.5370144,-46.6361536,1550.0
Centro,Avenida Cásper Líbero 501,26.0,1.0,1.0,0,R$ 1.550,R$ 475 Condominio,"Avenida Cásper Líbero 501, Centro, São Paulo, São Paulo, Brasil",-23.5370144,-46.6361536,1550.0
Vila Buarque,Rua Frederico Abranches,58.0,1.0,1.0,0,R$ 1.550,R$ 510 Condominio,"Rua Frederico Abranches, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398099,-46.6499741,1550.0
Centro,Endereço não informado,50.0,1.0,1.0,0,R$ 1.550,R$ 475 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,1550.0
Sé,Rua dos Estudantes,24.0,1.0,1.0,0,R$ 1.552,R$ 294 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1552.0
Santa Efigênia,Avenida Duque de Caxias,45.0,1.0,1.0,0,R$ 1.559,R$ 548 Condominio,"Avenida Duque de Caxias, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5359339,-46.6415808,1559.0
Centro,Avenida Cásper Líbero,26.0,1.0,1.0,0,R$ 1.560,R$ 420 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,1560.0
Centro,Avenida São João,32.0,1.0,1.0,0,R$ 1.563,R$ 195 Condominio,"Avenida São João, Centro, São Paulo, São Paulo, Brasil",-23.5437201,-46.6378763,1563.0
Sé,Rua Tabatinguera,22.0,1.0,1.0,0,R$ 1.568,R$ 385 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,1568.0
Centro,Rua Florêncio de Abreu,23.0,1.0,1.0,0,R$ 1.570,R$ 543 Condominio,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,1570.0
Canindé,Rua Azurita,35.0,2.0,1.0,0,R$ 1.571,R$ 350 Condominio,"Rua Azurita, Canindé, São Paulo, São Paulo, Brasil",-23.5218631,-46.6178192,1571.0
Sé,Rua Tabatinguera,23.0,1.0,1.0,0,R$ 1.579,R$ 440 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,1579.0
Vila Buarque,Rua Marquês de Itu,28.0,1.0,1.0,0,R$ 1.588,R$ 320 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,1588.0
Centro,Rua Washington Luís,22.0,1.0,1.0,0,R$ 1.590,R$ 398 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,1590.0
Sé,Rua dos Estudantes,24.0,1.0,1.0,0,R$ 1.590,R$ 240 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1590.0
Centro,Rua Martins Fontes,32.0,1.0,1.0,0,R$ 1.595,R$ 370 Condominio,"Rua Martins Fontes, Centro, São Paulo, São Paulo, Brasil",-23.5492334,-46.6442819,1595.0
Luz,Rua Dutra Rodrigues,28.0,1.0,1.0,0,R$ 1.600,R$ 100 Condominio,"Rua Dutra Rodrigues, Luz, São Paulo, São Paulo, Brasil",-23.534234,-46.6316975,1600.0
Vila Buarque,Rua das Palmeiras,11.0,1.0,1.0,0,R$ 1.600,R$ 350 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,1600.0
Sé,Rua Santa Luzia,57.0,1.0,1.0,0,R$ 1.600,R$ 369 Condominio,"Rua Santa Luzia, Sé, São Paulo, São Paulo, Brasil",-23.5547015,-46.6331491,1600.0
Luz,Rua Dutra Rodrigues,28.0,1.0,1.0,0,R$ 1.600,R$ 100 Condominio,"Rua Dutra Rodrigues, Luz, São Paulo, São Paulo, Brasil",-23.534234,-46.6316975,1600.0
Canindé,Rua Azurita,35.0,2.0,1.0,0,R$ 1.600,R$ 350 Condominio,"Rua Azurita, Canindé, São Paulo, São Paulo, Brasil",-23.5218631,-46.6178192,1600.0
Sé,Rua dos Estudantes,27.0,1.0,1.0,0,R$ 1.600,R$ 400 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1600.0
Centro,Rua dos Timbiras,30.0,1.0,1.0,0,R$ 1.600,R$ 450 Condominio,"Rua dos Timbiras, Centro, São Paulo, São Paulo, Brasil",-23.5396764,-46.6382299,1600.0
Vila Buarque,Rua Amaral Gurgel,24.0,1.0,1.0,0,R$ 1.600,R$ 429 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,1600.0
Canindé,Avenida Bom Jardim,50.0,1.0,1.0,0,R$ 1.600,R$ 250 Condominio,"Avenida Bom Jardim, Canindé, São Paulo, São Paulo, Brasil",-23.5250154,-46.6150544,1600.0
Canindé,Avenida Bom Jardim,50.0,1.0,1.0,0,R$ 1.600,R$ 250 Condominio,"Avenida Bom Jardim, Canindé, São Paulo, São Paulo, Brasil",-23.5250154,-46.6150544,1600.0
Centro,Avenida Prestes Maia,37.0,1.0,1.0,0,R$ 1.600,R$ 670 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,1600.0
Luz,Avenida Santos Dumont,80.0,2.0,1.0,0,R$ 1.600,R$ 600 Condominio,"Avenida Santos Dumont, Luz, São Paulo, São Paulo, Brasil",-23.5230772,-46.6307696,1600.0
Centro,Rua Álvaro de Carvalho,28.0,1.0,1.0,1,R$ 1.600,R$ 620 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,1600.0
Canindé,Avenida Bom Jardim,50.0,1.0,1.0,0,R$ 1.600,R$ 250 Condominio,"Avenida Bom Jardim, Canindé, São Paulo, São Paulo, Brasil",-23.5250154,-46.6150544,1600.0
Canindé,Rua Azurita,35.0,2.0,1.0,0,R$ 1.600,R$ 396 Condominio,"Rua Azurita, Canindé, São Paulo, São Paulo, Brasil",-23.5218631,-46.6178192,1600.0
Canindé,Avenida Bom Jardim,50.0,1.0,1.0,0,R$ 1.600,R$ 250 Condominio,"Avenida Bom Jardim, Canindé, São Paulo, São Paulo, Brasil",-23.5250154,-46.6150544,1600.0
Santa Efigênia,Rua Aurora,40.0,1.0,1.0,0,R$ 1.600,R$ 516 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,1600.0
Sé,Rua Doutor Bettencourt Rodrigues,84.0,2.0,1.0,0,R$ 1.600,R$ 589 Condominio,"Rua Doutor Bettencourt Rodrigues, Sé, São Paulo, São Paulo, Brasil",-23.5492748,-46.6310497,1600.0
Sé,Rua dos Carmelitas,42.0,1.0,1.0,0,R$ 1.600,R$ 486 Condominio,"Rua dos Carmelitas, Sé, São Paulo, São Paulo, Brasil",-23.5514146,-46.6292111,1600.0
Centro,"Avenida Senador Queirós, 101 apto. 123, 1° andar",37.0,1.0,1.0,0,R$ 1.600,R$ 409 Condominio,"Avenida Senador Queirós, 101 apto. 123, 1° andar, Centro, São Paulo, São Paulo, Brasil",-23.5388665,-46.6351773,1600.0
Centro,"R Tabatinguera, 462",25.0,1.0,1.0,0,R$ 1.600,R$ 1.080 Condominio,"R Tabatinguera, 462, Centro, São Paulo, São Paulo, Brasil",-23.5522923,-46.6286231,1600.0
Centro,"R Augusta, 1188",31.0,1.0,1.0,1,R$ 1.600,R$ 1.400 Condominio,"R Augusta, 1188, Centro, São Paulo, São Paulo, Brasil",-23.5544701,-46.656637,1600.0
Centro,RUA JOSE COPPINI,78.0,3.0,1.0,0,R$ 1.600,R$ 452 Condominio,"RUA JOSE COPPINI, Centro, São Paulo, São Paulo, Brasil",-23.7209531,-46.5419875,1600.0
Vila Buarque,R Doutor Vila Nova,15.0,1.0,1.0,0,R$ 1.600,R$ 240 Condominio,"R Doutor Vila Nova, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5457054,-46.6503305,1600.0
Centro,R Martins Fontes,37.0,1.0,1.0,0,R$ 1.600,R$ 600 Condominio,"R Martins Fontes, Centro, São Paulo, São Paulo, Brasil",-23.5492334,-46.6442819,1600.0
Centro,VIADUTO Nove de Julho,44.0,1.0,1.0,0,R$ 1.600,R$ 437 Condominio,"VIADUTO Nove de Julho, Centro, São Paulo, São Paulo, Brasil",-23.5492164,-46.6423238,1600.0
Vila Buarque,"R GENERAL JARDIM, 294",25.0,1.0,1.0,0,R$ 1.600,R$ 1 Condominio,"R GENERAL JARDIM, 294, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446178,-46.6474225,1600.0
Vila Buarque,"R GENERAL JARDIM, 294",25.0,1.0,1.0,0,R$ 1.600,R$ 1 Condominio,"R GENERAL JARDIM, 294, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446178,-46.6474225,1600.0
Vila Buarque,"R General Jardim, 294",25.0,1.0,1.0,0,R$ 1.600,R$ 1 Condominio,"R General Jardim, 294, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446178,-46.6474225,1600.0
Vila Buarque,"Rua das Palmeiras ,410",33.0,1.0,1.0,0,R$ 1.600,R$ 600 Condominio,"Rua das Palmeiras ,410, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5361961,-46.6525657,1600.0
Vila Buarque,"R GENERAL JARDIM, 294",25.0,1.0,1.0,0,R$ 1.600,R$ 1 Condominio,"R GENERAL JARDIM, 294, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446178,-46.6474225,1600.0
Vila Buarque,"R GENERAL JARDIM, 294",25.0,1.0,1.0,0,R$ 1.600,R$ 1 Condominio,"R GENERAL JARDIM, 294, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446178,-46.6474225,1600.0
Centro,Rua Washington Luís,23.0,1.0,1.0,0,R$ 1.609,R$ 445 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,1609.0
Centro,Rua Washington Luís,26.0,1.0,1.0,0,R$ 1.610,R$ 394 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,1610.0
Vila Buarque,Rua Amaral Gurgel,40.0,1.0,1.0,0,R$ 1.612,R$ 379 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,1612.0
Sé,Rua dos Estudantes,31.0,1.0,1.0,0,R$ 1.617,R$ 272 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1617.0
Centro,Avenida Prestes Maia 241,40.0,1.0,1.0,0,R$ 1.620,R$ 750 Condominio,"Avenida Prestes Maia 241, Centro, São Paulo, São Paulo, Brasil",-23.5421391,-46.6354864,1620.0
Vila Buarque,Rua Barão Tatuí,40.0,1.0,1.0,0,R$ 1.626,R$ 505 Condominio,"Rua Barão Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,1626.0
Centro,Rua dos Andradas,69.0,2.0,1.0,0,R$ 1.627,R$ 398 Condominio,"Rua dos Andradas, Centro, São Paulo, São Paulo, Brasil",-23.5384537,-46.6378847,1627.0
Centro,Endereço não informado,40.0,1.0,1.0,0,R$ 1.630,,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,1630.0
Centro,Rua 24 de Maio,59.0,1.0,1.0,0,R$ 1.632,R$ 520 Condominio,"Rua 24 de Maio, Centro, São Paulo, São Paulo, Brasil",-23.5439827,-46.6391395,1632.0
Vila Buarque,Rua Frederico Abranches,30.0,1.0,1.0,0,R$ 1.645,R$ 325 Condominio,"Rua Frederico Abranches, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398099,-46.6499741,1645.0
Vila Buarque,Rua General Jardim,35.0,1.0,1.0,0,R$ 1.650,R$ 446 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,1650.0
Centro,Rua Aurora,30.0,1.0,1.0,0,R$ 1.650,R$ 800 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,1650.0
Centro,Rua Riskallah Jorge,34.0,1.0,1.0,0,R$ 1.650,R$ 340 Condominio,"Rua Riskallah Jorge, Centro, São Paulo, São Paulo, Brasil",-23.541838,-46.6350869,1650.0
Centro,Rua Aurora,30.0,1.0,1.0,0,R$ 1.650,R$ 735 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,1650.0
Sé,Rua Tabatinguera,25.0,1.0,1.0,0,R$ 1.650,R$ 500 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,1650.0
Centro,Rua Aurora,30.0,1.0,1.0,0,R$ 1.650,R$ 864 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,1650.0
Santa Efigênia,Avenida Duque de Caxias,70.0,2.0,1.0,0,R$ 1.650,R$ 394 Condominio,"Avenida Duque de Caxias, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5359339,-46.6415808,1650.0
Sé,Rua São Francisco,40.0,1.0,1.0,0,R$ 1.650,R$ 480 Condominio,"Rua São Francisco, Sé, São Paulo, São Paulo, Brasil",-23.5491102,-46.6379728,1650.0
Sé,Rua Tabatinguera,25.0,1.0,1.0,0,R$ 1.650,R$ 500 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,1650.0
Sé,Rua Tabatinguera,22.0,1.0,1.0,0,R$ 1.650,R$ 459 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,1650.0
Centro,Rua Aurora,30.0,1.0,1.0,0,R$ 1.650,R$ 735 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,1650.0
Vila Buarque,BARAO DE TATUI 517,44.0,1.0,1.0,0,R$ 1.650,R$ 544 Condominio,"BARAO DE TATUI 517, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5405099,-46.6544414,1650.0
Vila Buarque,Rua Maria Antônia,28.0,1.0,1.0,0,R$ 1.660,R$ 570 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,1660.0
Sé,Rua Conde de Sarzedas,21.0,1.0,1.0,0,R$ 1.660,R$ 391 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,1660.0
Sé,Endereço não informado,40.0,1.0,1.0,0,R$ 1.660,R$ 600 Condominio,"Endereço não informado, Sé, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,1660.0
Sé,Rua Conde de Sarzedas 135,40.0,1.0,1.0,0,R$ 1.660,R$ 600 Condominio,"Rua Conde de Sarzedas 135, Sé, São Paulo, São Paulo, Brasil",-23.5537115,-46.63176139999999,1660.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 1.664,R$ 400 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,1664.0
Vila Buarque,Rua Jaguaribe,42.0,1.0,1.0,0,R$ 1.669,R$ 386 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,1669.0
Centro,Rua Florêncio de Abreu,30.0,1.0,1.0,0,R$ 1.670,R$ 707 Condominio,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,1670.0
Santa Efigênia,Rua dos Timbiras,32.0,1.0,1.0,1,R$ 1.684,R$ 766 Condominio,"Rua dos Timbiras, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5407477,-46.6396706,1684.0
Centro,"R Brigadeiro Tobias, 118",40.0,1.0,1.0,0,R$ 1.690,R$ 710 Condominio,"R Brigadeiro Tobias, 118, Centro, São Paulo, São Paulo, Brasil",-23.5419808,-46.635796,1690.0
Vila Buarque,Rua Martim Francisco,40.0,1.0,1.0,0,R$ 1.692,R$ 550 Condominio,"Rua Martim Francisco, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5400958,-46.6531879,1692.0
Luz,R. Florêncio de Abreu,,1.0,1.0,0,R$ 1.692,,"R. Florêncio de Abreu, Luz, São Paulo, São Paulo, Brasil",-23.5366041,-46.6330549,1692.0
Luz,R. Florêncio de Abreu,,1.0,1.0,0,R$ 1.692,,"R. Florêncio de Abreu, Luz, São Paulo, São Paulo, Brasil",-23.5366041,-46.6330549,1692.0
Sé,Rua dos Estudantes,27.0,1.0,1.0,0,R$ 1.695,R$ 397 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1695.0
Vila Buarque,Rua das Palmeiras,10.0,1.0,1.0,0,R$ 1.700,R$ 300 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,1700.0
Santa Efigênia,Alameda Barão de Limeira,90.0,2.0,1.0,0,R$ 1.700,R$ 810 Condominio,"Alameda Barão de Limeira, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5344777,-46.6477062,1700.0
Canindé,Rua Azurita,42.0,2.0,1.0,0,R$ 1.700,R$ 400 Condominio,"Rua Azurita, Canindé, São Paulo, São Paulo, Brasil",-23.5218631,-46.6178192,1700.0
Sé,Rua dos Estudantes,24.0,1.0,1.0,0,R$ 1.700,R$ 300 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1700.0
Luz,Rua Dutra Rodrigues,28.0,1.0,1.0,0,R$ 1.700,R$ 100 Condominio,"Rua Dutra Rodrigues, Luz, São Paulo, São Paulo, Brasil",-23.534234,-46.6316975,1700.0
Centro,Rua Brigadeiro Tobias,32.0,1.0,1.0,1,R$ 1.700,R$ 553 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,1700.0
Santa Efigênia,Praça Júlio Mesquita,32.0,1.0,1.0,0,R$ 1.700,R$ 380 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,1700.0
Canindé,Rua Azurita,39.0,2.0,1.0,0,R$ 1.700,R$ 400 Condominio,"Rua Azurita, Canindé, São Paulo, São Paulo, Brasil",-23.5218631,-46.6178192,1700.0
Centro,Avenida Cásper Líbero,29.0,1.0,1.0,0,R$ 1.700,R$ 410 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,1700.0
Centro,Rua Washington Luís,27.0,1.0,1.0,0,R$ 1.700,R$ 280 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,1700.0
Centro,Rua Brigadeiro Tobias,40.0,1.0,1.0,0,R$ 1.700,R$ 701 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,1700.0
Vila Buarque,Rua Martim Francisco,32.0,1.0,1.0,0,R$ 1.700,R$ 787 Condominio,"Rua Martim Francisco, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5400958,-46.6531879,1700.0
Centro,Avenida Cásper Líbero,48.0,1.0,1.0,0,R$ 1.700,,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,1700.0
Centro,Avenida Ipiranga,39.0,1.0,1.0,0,R$ 1.700,R$ 422 Condominio,"Avenida Ipiranga, Centro, São Paulo, São Paulo, Brasil",-23.5405282,-46.6379755,1700.0
Canindé,Rua Azurita,39.0,2.0,1.0,0,R$ 1.700,R$ 400 Condominio,"Rua Azurita, Canindé, São Paulo, São Paulo, Brasil",-23.5218631,-46.6178192,1700.0
Santa Efigênia,Alameda Barão de Limeira,90.0,2.0,1.0,0,R$ 1.700,R$ 810 Condominio,"Alameda Barão de Limeira, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5344777,-46.6477062,1700.0
Centro,Rua Brigadeiro Tobias,40.0,1.0,1.0,0,R$ 1.700,R$ 701 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,1700.0
Centro,Avenida Senador Queirós,46.0,1.0,1.0,0,R$ 1.700,R$ 1.000 Condominio,"Avenida Senador Queirós, Centro, São Paulo, São Paulo, Brasil",-23.5393987,-46.6327896,1700.0
Sé,Rua dos Estudantes,24.0,1.0,1.0,0,R$ 1.700,R$ 300 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,1700.0
Centro,Praça Carlos Gomes,26.0,1.0,1.0,0,R$ 1.700,R$ 415 Condominio,"Praça Carlos Gomes, Centro, São Paulo, São Paulo, Brasil",-23.5533344,-46.6357701,1700.0
Vila Buarque,Rua Marques de Itu 181,29.0,1.0,1.0,1,R$ 1.700,R$ 836 Condominio,"Rua Marques de Itu 181, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5440863,-46.64616609999999,1700.0
Luz,"rua vinte e cinco de janeiro,",33.0,1.0,1.0,0,R$ 1.700,R$ 354 Condominio,"rua vinte e cinco de janeiro,, Luz, São Paulo, São Paulo, Brasil",-23.5354799,-46.6310363,1700.0
Centro,"R ARAÚJO, 141",22.0,1.0,1.0,1,R$ 1.700,R$ 1.650 Condominio,"R ARAÚJO, 141, Centro, São Paulo, São Paulo, Brasil",-23.5450103,-46.6443249,1700.0
Santa Efigênia,R AURORA,43.0,1.0,1.0,0,R$ 1.700,R$ 546 Condominio,"R AURORA, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,1700.0
Sé,Praça da Sé 1,25.0,1.0,1.0,0,R$ 1.700,R$ 100 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,1700.0
Centro,Rua Brigadeiro Tobias,98.0,3.0,1.0,0,R$ 1.700,R$ 620 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,1700.0
Vila Buarque,R Maria Antônia,35.0,1.0,1.0,0,R$ 1.700,R$ 433 Condominio,"R Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,1700.0
Sé,Praça da Sé 1,23.0,1.0,1.0,0,R$ 1.700,R$ 200 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,1700.0
Vila Buarque,"R Maria Antônia, 173",29.0,1.0,1.0,0,R$ 1.700,R$ 455 Condominio,"R Maria Antônia, 173, Vila Buarque, São Paulo, São Paulo, Brasil",-23.547157,-46.6503719,1700.0
Santa Efigênia,"Rua Aurora, 877",28.0,1.0,1.0,0,R$ 1.700,R$ 695 Condominio,"Rua Aurora, 877, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5422606,-46.6436891,1700.0
Vila Buarque,R Doutor Vila Nova,22.0,1.0,1.0,0,R$ 1.700,R$ 355 Condominio,"R Doutor Vila Nova, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5457054,-46.6503305,1700.0
Centro,Endereço não informado,44.0,1.0,1.0,0,R$ 1.700,R$ 360 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,1700.0
Centro,Rua Coronel Xavier de Toledo,,1.0,1.0,0,R$ 1.706,,"Rua Coronel Xavier de Toledo, Centro, São Paulo, São Paulo, Brasil",-23.5467432,-46.6393669,1706.0
Sé,Rua Tabatinguera 462,25.0,1.0,1.0,0,R$ 1.710,R$ 1.000 Condominio,"Rua Tabatinguera 462, Sé, São Paulo, São Paulo, Brasil",-23.5522923,-46.6286231,1710.0
Vila Buarque,Rua Maria Antônia,35.0,1.0,1.0,0,R$ 1.717,R$ 476 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,1717.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,40.0,1.0,1.0,0,R$ 1.720,R$ 228 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,1720.0
